/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240426/2024-04-26_16.04.51.843(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240426/2024-04-26_15.17.56.678(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240426/2024-04-26_16.22.21.829(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240426/2024-04-26_15.12.44.481(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_11.41.23.908(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_11.03.29.937(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_01.18.00.350(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_08.17.14.663(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_08.27.15.954(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_01.16.15.252(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_11.47.43.604(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_01.32.48.539(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_13.51.02.906(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_10.44.41.653(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_09.32.10.007(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_11.57.44.495(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_08.48.49.639(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_11.37.10.813(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_10.49.33.248(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_02.34.00.197(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_00.40.09.876(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_01.19.52.248(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_08.11.33.167(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_13.04.10.944(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_09.02.45.929(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_10.27.53.465(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_08.49.53.938(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_13.45.57.811(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_09.20.47.517(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_13.39.10.616(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_11.53.52.298(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_08.26.06.856(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_01.34.37.038(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_08.12.32.665(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_13.54.44.804(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_00.41.04.076(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_09.40.04.502(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_13.57.24.202(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_12.03.32.791(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_08.34.36.849(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_13.35.53.120(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_13.23.38.628(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_09.28.43.510(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_13.20.57.530(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_10.43.54.252(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_10.46.17.550(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_09.25.17.811(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_09.16.27.819(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_09.35.49.805(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_00.42.54.574(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_10.29.35.664(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_00.51.20.768(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_09.43.20.799(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_13.00.43.046(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_13.19.36.431(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_03.59.02.339(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_13.48.34.310(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_00.27.41.185(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_11.31.01.617(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_10.20.03.471(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_03.24.43.763(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_00.35.32.580(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_03.10.44.873(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/NG 2024-05-21_03.43.52.749(DA2143910).png,1,None
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_00.46.51.472(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_13.02.47.543(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_09.04.56.827(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_13.34.56.519(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_08.57.31.934(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_13.15.25.134(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_23.49.06.880(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_12.56.43.149(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_00.13.28.395(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_08.32.30.152(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_12.54.45.851(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_11.48.38.402(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_02.47.07.789(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_00.00.24.806(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_09.41.42.099(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_01.06.38.958(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_09.08.30.724(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_11.42.17.407(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_11.13.55.431(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_13.51.55.807(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_00.39.12.879(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_13.27.33.625(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_03.30.17.459(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_04.02.30.937(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_13.40.04.514(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_09.51.44.693(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_11.55.00.797(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_08.19.17.261(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_23.47.23.581(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_13.45.08.712(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_01.35.31.838(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_09.32.59.505(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_10.40.50.155(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_11.25.33.321(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_08.13.43.764(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_13.46.50.812(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_09.11.47.222(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_09.24.20.813(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_08.33.29.551(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_02.55.23.583(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_08.56.23.734(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_11.11.20.632(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_11.24.31.321(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_09.46.45.397(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_10.54.16.145(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_10.39.06.157(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_10.38.18.658(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_09.53.27.692(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_13.32.21.122(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_13.07.31.641(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_08.20.25.659(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_09.45.06.299(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_01.10.09.756(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_00.58.39.663(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_09.09.18.323(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_09.15.34.420(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_12.53.52.151(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_08.18.17.862(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_13.56.17.304(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_04.04.30.634(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_11.00.56.440(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_01.07.30.058(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_00.28.42.886(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_00.50.23.169(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_10.37.31.258(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_03.21.26.164(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_02.19.47.008(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_00.30.30.184(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_08.44.22.142(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_12.05.24.889(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_00.48.39.271(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_23.55.54.275(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_11.49.35.301(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240521/2024-05-21_01.08.20.857(DA2143910).png,0
